"Time","Event","Status","IP","Location","InternetProvider","AppVersion","Device","Protection"
"2025-01-04T01:08:59.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2025-01-02T20:58:23.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2025-01-02T20:57:44.000Z","Sign in failure (second factor failed) (attempt)","failure","66.42.131.83","","","web-account@5.0.198.0","","Blocked"
"2025-01-02T20:57:39.000Z","Sign in failure (second factor failed) (attempt)","failure","66.42.131.83","","","web-account@5.0.198.0","","Blocked"
"2025-01-02T20:57:06.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, iPhone","OK"
"2024-12-31T20:50:26.000Z","Sign in success","success","66.42.131.83","","","ios-mail@4.18.0.10270","","OK"
"2024-12-31T20:50:08.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","ios-mail@4.18.0.10270","ProtonMail, iPhone 13","OK"
"2024-12-31T18:31:36.000Z","Sign in success","success","66.42.131.83","","","macos-vpn@4.8.0","","OK"
"2024-12-31T18:31:29.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","OK"
"2024-12-31T18:30:58.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","OK"
"2024-12-31T18:30:37.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","OK"
"2024-12-31T18:26:24.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2024-12-31T18:26:13.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-31T18:17:44.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2024-12-31T18:17:32.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-31T18:17:16.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","Blocked"
"2024-12-31T18:11:44.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-31T18:11:37.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","Blocked"
"2024-12-31T18:10:26.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-31T18:10:19.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","Blocked"
"2024-12-31T18:06:56.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-31T18:05:45.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-31T18:05:25.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","Blocked"
"2024-12-31T17:33:24.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-31T17:33:00.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Brave, MacOS","OK"
"2024-12-31T03:53:37.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2024-12-31T03:53:19.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0+id1.6.1","Electron, MacOS","OK"
"2024-12-31T03:21:50.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2024-12-31T03:21:42.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-31T03:02:31.000Z","Sign in success","success","66.42.131.83","","","macos-drive@1.11.0+9879","","OK"
"2024-12-31T03:02:26.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-drive@1.11.0+9879","ProtonDrive, MacOS","OK"
"2024-12-31T03:01:40.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2024-12-31T03:01:30.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-31T01:44:15.000Z","Sign in success","success","66.42.131.83","","","ios-calendar@2.14.0","","OK"
"2024-12-31T01:44:01.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","ios-calendar@2.14.0","ProtonCalendar, iPhone 13","OK"
"2024-12-31T01:20:31.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-31T01:20:12.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Brave, MacOS","OK"
"2024-12-31T01:12:50.000Z","Created address key","success","66.42.131.83","","","macos-mail@5.0.198.0","",""
"2024-12-31T01:12:47.000Z","Authentication success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2024-12-30T21:16:44.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-30T21:16:25.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Brave, MacOS","OK"
"2024-12-30T17:17:48.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-30T17:17:36.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, MacOS","OK"
"2024-12-30T17:10:29.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2024-12-30T17:09:52.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-30T08:14:54.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-30T08:14:41.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, MacOS","OK"
"2024-12-30T08:07:12.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2024-12-30T08:07:06.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-30T08:06:29.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2024-12-30T08:06:22.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-30T08:04:15.000Z","Sign in success","success","66.42.131.83","","","macos-drive@1.11.0+9879","","OK"
"2024-12-30T08:04:00.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-drive@1.11.0+9879","ProtonDrive, MacOS","OK"
"2024-12-30T07:42:04.000Z","Sign in success","success","66.42.131.83","","","web-vpn-settings@5.0.163.0","","OK"
"2024-12-30T07:41:53.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-vpn-settings@5.0.163.0","Safari, MacOS","OK"
"2024-12-30T07:34:33.000Z","Authentication success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-30T07:34:19.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-30T07:34:03.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Safari, MacOS","OK"
"2024-12-30T05:08:26.000Z","Sign in success","success","66.42.131.83","","","ios-vpn@5.9.0","","OK"
"2024-12-30T05:08:08.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","ios-vpn@5.9.0","ProtonVPN, iPhone 13","OK"
"2024-12-28T14:10:43.000Z","Authentication success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-28T14:03:00.000Z","Authentication success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-28T14:02:47.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.131.83","","","web-account@5.0.198.0","","Blocked"
"2024-12-28T14:01:12.000Z","Sign in success","success","66.42.131.83","","","windows-pass@1.27.0","","OK"
"2024-12-28T14:00:47.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","windows-pass@1.27.0","ProtonPass, Windows","OK"
"2024-12-28T07:41:39.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-28T07:41:28.000Z","Sign in failure (second factor failed) (attempt)","failure","66.42.131.83","","","web-account@5.0.198.0","","Blocked"
"2024-12-28T07:41:05.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Brave, MacOS","OK"
"2024-12-28T06:55:19.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2024-12-28T06:55:00.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-28T06:35:53.000Z","Authentication success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-28T06:35:40.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.131.83","","","web-account@5.0.198.0","","Blocked"
"2024-12-28T06:35:17.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-28T06:34:45.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, Windows","OK"
"2024-12-28T06:34:25.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, Windows","Blocked"
"2024-12-27T21:08:08.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Brave, MacOS","OK"
"2024-12-25T11:52:27.000Z","Sign in success","success","66.42.131.83","","","ios-pass@1.14.3","","OK"
"2024-12-25T11:52:09.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","ios-pass@1.14.3","ProtonPass, iPhone 13","OK"
"2024-12-25T11:51:52.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","ios-pass@1.14.3","ProtonPass, iPhone 13","Blocked"
"2024-12-23T20:30:07.000Z","Sign in success","success","66.42.131.83","","","macos-drive@1.11.0+9879","","OK"
"2024-12-23T20:29:46.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-drive@1.11.0+9879","ProtonDrive, MacOS","OK"
"2024-12-23T17:14:16.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2024-12-23T17:13:32.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0+id1.6.1","Electron, MacOS","OK"
"2024-12-23T15:37:25.000Z","Authentication success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2024-12-23T01:33:26.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2024-12-23T01:33:05.000Z","Sign in failure (second factor failed) (attempt)","failure","66.42.131.83","","","macos-pass@1.27.0","","Blocked"
"2024-12-23T01:33:01.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-22T23:53:47.000Z","Sign in success","success","174.207.228.92","","","ios-pass@1.14.1","","OK"
"2024-12-22T23:52:56.000Z","Sign in success (awaiting second factor)","attempt","174.207.228.92","Ohio, United States","Verizon Wireless","ios-pass@1.14.1","ProtonPass, iPhone 13","OK"
"2024-12-22T21:51:27.000Z","Sign in success","success","174.193.113.29","","","ios-mail@4.18.0.10270","","OK"
"2024-12-22T21:51:11.000Z","Sign in success (awaiting second factor)","attempt","174.193.113.29","Ohio, United States","Verizon Wireless","ios-mail@4.18.0.10270","ProtonMail, iPhone 13","OK"
"2024-12-22T18:06:21.000Z","Sign in success","success","66.42.188.105","","","macos-drive@1.11.0+9879","","OK"
"2024-12-22T18:06:06.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","macos-drive@1.11.0+9879","ProtonDrive, MacOS","OK"
"2024-12-22T17:54:31.000Z","Sign in success","success","66.42.188.105","","","macos-pass@1.27.0","","OK"
"2024-12-22T17:54:17.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2024-12-22T17:49:46.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.198.0","","OK"
"2024-12-22T17:48:43.000Z","Sign in success","success","66.42.188.105","","","web-account@5.0.198.0","","OK"
"2024-12-22T17:48:25.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.198.0","Brave, MacOS","OK"
"2024-12-22T17:46:41.000Z","Sign in success","success","66.42.188.105","","","macos-mail@5.0.198.0","","OK"
"2024-12-22T17:46:26.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2024-12-22T17:41:06.000Z","Sign in success","success","66.42.188.105","","","web-account@5.0.198.0","","OK"
"2024-12-22T17:40:49.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.198.0","Safari, MacOS","OK"
"2024-12-22T17:40:17.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.198.0","Safari, MacOS","Blocked"
"2024-12-21T22:24:32.000Z","Sign in success","success","66.42.188.105","","","ios-pass@1.14.1","","OK"
"2024-12-21T22:24:12.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","ios-pass@1.14.1","ProtonPass, iPhone 13","OK"
"2024-12-21T22:23:52.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.188.105","Ohio, United States","altafiber","ios-pass@1.14.1","ProtonPass, iPhone 13","Blocked"
"2024-12-20T01:04:10.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-20T00:53:24.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-20T00:44:37.000Z","Sign in success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-20T00:44:21.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.197.0","Firefox, MacOS","OK"
"2024-12-20T00:44:07.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.197.0","Firefox, MacOS","Blocked"
"2024-12-20T00:15:21.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-19T22:59:12.000Z","Sign in success","success","66.42.188.105","","","macos-mail@5.0.197.0+id1.6.1","","OK"
"2024-12-19T22:59:06.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","macos-mail@5.0.197.0+id1.6.1","Electron, MacOS","OK"
"2024-12-19T22:58:12.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","macos-mail@5.0.197.0","Electron, MacOS","OK"
"2024-12-19T22:56:05.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-19T22:55:43.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.188.105","","","web-account@5.0.197.0","","Blocked"
"2024-12-19T22:55:02.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.188.105","","","web-account@5.0.197.0","","Blocked"
"2024-12-19T19:44:27.000Z","Account password change","success","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.197.0","Firefox, MacOS","OK"
"2024-12-19T19:44:27.000Z","Two password mode disabled","success","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.197.0","Firefox, MacOS","OK"
"2024-12-19T19:43:46.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-19T19:43:29.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.188.105","","","web-account@5.0.197.0","","Blocked"
"2024-12-19T19:39:19.000Z","Account password change","success","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.197.0","Firefox, MacOS","OK"
"2024-12-19T19:37:12.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-19T19:36:43.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.188.105","","","web-account@5.0.197.0","","Blocked"
"2024-12-19T19:36:32.000Z","Authentication failure (wrong password) (attempt)","failure","66.42.188.105","","","web-account@5.0.197.0","","Blocked"
"2024-12-19T18:36:30.000Z","Sign in success","success","66.42.188.105","","","web-account@5.0.197.0","","OK"
"2024-12-19T18:35:50.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.197.0","Firefox, MacOS","OK"
"2024-12-16T05:06:25.000Z","Sign out","success","66.42.188.105","","","web-account@5.0.194.2","",""
"2024-12-16T05:06:20.000Z","Sign in success","success","66.42.188.105","","","web-account@5.0.194.2","","OK"
"2024-12-16T05:06:03.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.194.2","Firefox, MacOS","OK"
"2024-12-16T04:45:27.000Z","Sign in success","success","66.42.188.105","","","web-account@5.0.194.2","","OK"
"2024-12-16T04:45:08.000Z","Sign in success (awaiting second factor)","attempt","66.42.188.105","Ohio, United States","altafiber","web-account@5.0.194.2","Firefox, MacOS","OK"
"2024-12-16T04:44:52.000Z","Sign out","success","66.42.188.105","","","web-pass@1.26.0","",""
"2024-12-16T04:26:05.000Z","Authentication success","success","66.42.188.105","","","web-account@5.0.194.2","","OK"
"2024-12-16T02:54:52.000Z","Sign in success","success","74.83.65.41","","","web-account@5.0.194.2","","OK"
"2024-12-16T02:54:37.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.2","Firefox, MacOS","OK"
"2024-12-16T02:54:22.000Z","Sign out","success","74.83.65.41","","","web-pass@1.26.0","",""
"2024-12-16T02:53:07.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.2","","OK"
"2024-12-16T02:52:07.000Z","Sign in success","success","74.83.65.41","","","web-account@5.0.194.2","","OK"
"2024-12-16T02:51:47.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.2","Firefox, MacOS","OK"
"2024-12-16T02:51:28.000Z","Sign out","success","74.83.65.41","","","web-pass@1.26.0","",""
"2024-12-16T02:26:41.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.2","","OK"
"2024-12-14T18:39:54.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.2","","OK"
"2024-12-14T16:33:40.000Z","Sign in success","success","74.83.65.41","","","macos-vpn@4.8.0","","OK"
"2024-12-14T16:33:27.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","OK"
"2024-12-14T16:30:39.000Z","Sign in success","success","74.83.65.41","","","web-vpn-settings@5.0.160.1","","OK"
"2024-12-14T16:30:02.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-vpn-settings@5.0.160.1","Firefox, MacOS","OK"
"2024-12-14T16:29:28.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.65.41","Ohio, United States","altafiber","web-vpn-settings@5.0.160.1","Firefox, MacOS","Blocked"
"2024-12-09T02:15:46.000Z","Sign out","success","74.83.65.41","","","web-account@5.0.194.0","",""
"2024-12-09T02:15:19.000Z","Sign in success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-09T02:14:58.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-08T03:10:13.000Z","Sign in success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-08T03:09:59.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-08T03:09:49.000Z","Sign out","success","74.83.65.41","","","web-pass@1.25.0","",""
"2024-12-08T03:08:24.000Z","Sign in success","success","74.83.65.41","","","macos-mail@5.0.194.0","","OK"
"2024-12-08T03:05:21.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","macos-mail@5.0.194.0","Electron, MacOS","OK"
"2024-12-07T15:07:40.000Z","Sign in success","success","74.83.65.41","","","ios-calendar@2.14.0","","OK"
"2024-12-07T15:07:28.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","ios-calendar@2.14.0","ProtonCalendar, iPhone 13","OK"
"2024-12-07T15:06:55.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.65.41","Ohio, United States","altafiber","ios-calendar@2.14.0","ProtonCalendar, iPhone 13","Blocked"
"2024-12-07T14:24:45.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T14:23:45.000Z","Breach Alerts enabled","success","74.83.65.41","","","web-account@5.0.194.0","",""
"2024-12-07T14:22:47.000Z","Recovery phrase changed or enabled","success","74.83.65.41","","","web-account@5.0.194.0","",""
"2024-12-07T14:22:23.000Z","Recovery by email address disabled","success","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-07T14:22:22.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T14:22:01.000Z","Recovery by phone number disabled","success","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-07T14:22:01.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T14:19:59.000Z","Recovery phone changed","success","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-07T14:19:58.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T14:16:37.000Z","Sign in success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T14:14:17.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-07T14:13:57.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, MacOS","OK"
"2024-12-07T13:56:07.000Z","Sign in success","success","74.83.65.41","","","ios-pass@1.14.1","","OK"
"2024-12-07T13:55:52.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","ios-pass@1.14.1","ProtonPass, iPhone 13","OK"
"2024-12-07T13:54:52.000Z","Sign in success","success","74.83.65.41","","","ios-mail@4.18.0.10270","","OK"
"2024-12-07T13:54:29.000Z","Sign in failure (second factor failed) (attempt)","failure","74.83.65.41","","","ios-mail@4.18.0.10270","","Blocked"
"2024-12-07T13:54:06.000Z","Sign in success (awaiting second factor)","attempt","74.83.65.41","Ohio, United States","altafiber","ios-mail@4.18.0.10270","ProtonMail, iPhone 13","OK"
"2024-12-07T13:52:44.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.65.41","Ohio, United States","altafiber","ios-pass@1.14.1","ProtonPass, iPhone 13","Blocked"
"2024-12-07T13:51:56.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.65.41","Ohio, United States","altafiber","ios-pass@1.14.1","ProtonPass, iPhone 13","Blocked"
"2024-12-07T13:49:47.000Z","Second factor enabled (authenticator app)","success","74.83.65.41","","","web-account@5.0.194.0","",""
"2024-12-07T13:46:07.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T13:45:55.000Z","Account password change","success","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, iPhone","OK"
"2024-12-07T13:44:57.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T13:43:26.000Z","Authentication success","success","74.83.65.41","","","web-account@5.0.194.0","","OK"
"2024-12-07T13:37:12.000Z","Sign in success","success","74.83.65.41","Ohio, United States","altafiber","ios-pass@1.14.1","ProtonPass, iPhone 13","OK"
"2024-12-07T13:34:15.000Z","Sign in success","success","74.83.65.41","Ohio, United States","altafiber","web-account@5.0.194.0","Firefox, iPhone","OK"
"2024-12-07T05:48:49.000Z","Created address key","success","74.83.65.41","","","macos-mail@5.0.194.0","",""
"2024-12-07T05:36:02.000Z","Created address key","success","74.83.65.41","","","macos-mail@5.0.194.0","",""
"2024-12-07T05:34:58.000Z","Created address key","success","74.83.65.41","","","macos-mail@5.0.194.0","",""
"2024-12-07T05:33:53.000Z","Authentication success","success","74.83.65.41","","","macos-mail@5.0.194.0","","OK"
"2024-12-06T17:53:42.000Z","Sign in success","success","74.83.65.41","Ohio, United States","altafiber","web-vpn-settings@5.0.158.0","Firefox, MacOS","OK"
"2024-11-02T08:23:08.000Z","Sign in success","success","74.83.65.41","Ohio, United States","Cincinnati Bell","ios-vpn@5.8.0","ProtonVPN, iPhone 13","OK"
"2024-11-02T08:22:46.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.65.41","Ohio, United States","Cincinnati Bell","ios-vpn@5.8.0","ProtonVPN, iPhone 13","Blocked"
"2024-09-20T21:48:36.000Z","Sign in success","success","79.127.136.13","Illinois, United States","","windows-mail@5.0.164.2","Electron, Windows","OK"
"2024-09-14T01:50:23.000Z","Created address key","success","72.49.71.115","","","web-account@5.0.163.5","",""
"2024-09-14T01:47:31.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","web-account@5.0.163.5","Firefox, Windows","OK"
"2024-07-14T03:02:34.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","web-vpn-settings@5.0.120.1","Firefox, Windows","OK"
"2024-07-14T01:00:16.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","windows-bridge@3.4.2","Thunderbird, Windows","OK"
"2024-07-14T01:00:09.000Z","Sign out","success","72.49.71.115","","","windows-bridge@3.4.2","",""
"2024-06-01T06:20:54.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","windows-vpn@3.2.11","ProtonVPN, Windows","OK"
